Date,Transect,Quadrat,TQcode,Species,"DAFOR (D, A, F, O or R)",Shrub cover N (0-5),Shrub cover E (0-5),Shrub cover S (0-5),Shrub cover W (0-5),Average shrub cover (0-5),Canopy LG (%),Canopy Overhead (%),Average Canopy Openness (%),Trampling (1=none/low; 2=medium; 3=high),Litter? (Y/N),Garden waste? (Y/N),Comments
09/08/2016,1,1,T1Q1,Wood dock,R,2,0,0,2,1,40,24,32,1,N,N,
09/08/2016,1,1,T1Q1,Opposite leaved golden saxifrage,F,2,0,0,2,1,40,24,32,1,N,N,
09/08/2016,1,1,T1Q1,Grasses,R,2,0,0,2,1,40,24,32,1,N,N,
09/08/2016,1,1,T1Q1,Bare Ground ,O,2,0,0,2,1,40,24,32,1,N,N,
09/08/2016,1,2,T1Q2,Bramble,O,5,4,0,4,3.25,28,16,22,2,N,N,Trampling may not be due to human disturbance  
09/08/2016,1,2,T1Q2,Wood avens ,R,5,4,0,4,3.25,28,16,22,2,N,N,Trampling may not be due to human disturbance  
09/08/2016,1,2,T1Q2,Ash tree sapling,R,5,4,0,4,3.25,28,16,22,2,N,N,Trampling may not be due to human disturbance  
09/08/2016,1,2,T1Q2,Yellow pimpernel,O,5,4,0,4,3.25,28,16,22,2,N,N,Trampling may not be due to human disturbance  
09/08/2016,1,2,T1Q2,Grasses,F,5,4,0,4,3.25,28,16,22,2,N,N,Trampling may not be due to human disturbance  
09/08/2016,1,2,T1Q2,Honeysuckle ,R,5,4,0,4,3.25,28,16,22,2,N,N,Trampling may not be due to human disturbance  
09/08/2016,1,2,T1Q2,Bare Ground ,F,5,4,0,4,3.25,28,16,22,2,N,N,Trampling may not be due to human disturbance  
09/08/2016,1,3,T1Q3,Bramble,R,1,2,1,2,1.5,4,0,2,2,N,N,
09/08/2016,1,3,T1Q3,Grasses,R,1,2,1,2,1.5,4,0,2,2,N,N,
09/08/2016,1,3,T1Q3,Ivy,R,1,2,1,2,1.5,4,0,2,2,N,N,
09/08/2016,1,3,T1Q3,Ash tree sapling,R,1,2,1,2,1.5,4,0,2,2,N,N,
09/08/2016,1,3,T1Q3,Germander speedwell,R,1,2,1,2,1.5,4,0,2,2,N,N,
09/08/2016,1,3,T1Q3,Bare Ground ,A,1,2,1,2,1.5,4,0,2,2,N,N,
09/08/2016,1,4,T1Q4,Grasses,R,2,0,4,5,2.75,4,4,4,2,N,N,
09/08/2016,1,4,T1Q4,Yellow pimpernel,F,2,0,4,5,2.75,4,4,4,2,N,N,
09/08/2016,1,4,T1Q4,Broad buckler fern ,R,2,0,4,5,2.75,4,4,4,2,N,N,
09/08/2016,1,4,T1Q4,Ivy,R,2,0,4,5,2.75,4,4,4,2,N,N,
09/08/2016,1,4,T1Q4,Sedges,O,2,0,4,5,2.75,4,4,4,2,N,N,
09/08/2016,1,4,T1Q4,Ash tree sapling,R,2,0,4,5,2.75,4,4,4,2,N,N,
09/08/2016,1,4,T1Q4,Dog violet,R,2,0,4,5,2.75,4,4,4,2,N,N,
09/08/2016,1,4,T1Q4,Moss,R,2,0,4,5,2.75,4,4,4,2,N,N,
09/08/2016,1,4,T1Q4,Enchanter's nightshade,R,2,0,4,5,2.75,4,4,4,2,N,N,
09/08/2016,1,4,T1Q4,Bare Ground ,O,2,0,4,5,2.75,4,4,4,2,N,N,
09/08/2016,1,5,T1Q5,Bramble,A,3,0,0,1,1,64,24,44,1,N,N,
09/08/2016,1,5,T1Q5,Enchanter's nightshade,O,3,0,0,1,1,64,24,44,1,N,N,
09/08/2016,1,5,T1Q5,Herb robert ,R,3,0,0,1,1,64,24,44,1,N,N,
09/08/2016,1,5,T1Q5,Wood avens ,O,3,0,0,1,1,64,24,44,1,N,N,
09/08/2016,1,5,T1Q5,Sedges,NOT RECORDED,3,0,0,1,1,64,24,44,1,N,N,
09/08/2016,1,5,T1Q5,Wood dock,R,3,0,0,1,1,64,24,44,1,N,N,
09/08/2016,1,5,T1Q5,Grasses,F,3,0,0,1,1,64,24,44,1,N,N,
09/08/2016,1,5,T1Q5,Yellow pimpernel,O,3,0,0,1,1,64,24,44,1,N,N,
09/08/2016,1,5,T1Q5,Germander speedwell,R,3,0,0,1,1,64,24,44,1,N,N,
09/08/2016,1,5,T1Q5,Moss,R,3,0,0,1,1,64,24,44,1,N,N,
09/08/2016,1,5,T1Q5,Bare Ground ,R,3,0,0,1,1,64,24,44,1,N,N,
09/08/2016,1,6,T1Q6,Grasses,R,3,1,5,3,3,8,0,4,1,Y,N,1 beer can
09/08/2016,1,6,T1Q6,Wood dock,R,3,1,5,3,3,8,0,4,1,Y,N,1 beer can
09/08/2016,1,6,T1Q6,Wood avens ,R,3,1,5,3,3,8,0,4,1,Y,N,1 beer can
09/08/2016,1,6,T1Q6,Moss,R,3,1,5,3,3,8,0,4,1,Y,N,1 beer can
09/08/2016,1,6,T1Q6,Sedges,D,3,1,5,3,3,8,0,4,1,Y,N,1 beer can
09/08/2016,1,6,T1Q6,Yellow pimpernel,R,3,1,5,3,3,8,0,4,1,Y,N,1 beer can
09/08/2016,1,6,T1Q6,Lesser celendine ,R,3,1,5,3,3,8,0,4,1,Y,N,1 beer can
09/08/2016,1,6,T1Q6,Bare Ground ,O,3,1,5,3,3,8,0,4,1,Y,N,1 beer can
09/08/2016,1,7,T1Q7,Bramble,O,5,5,1,0,2.75,8,0,4,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,1,7,T1Q7,Germander speedwell,R,5,5,1,0,2.75,8,0,4,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,1,7,T1Q7,Ivy,R,5,5,1,0,2.75,8,0,4,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,1,7,T1Q7,Wood avens ,R,5,5,1,0,2.75,8,0,4,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,1,7,T1Q7,Sedges,F,5,5,1,0,2.75,8,0,4,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,1,7,T1Q7,Ash tree sapling,R,5,5,1,0,2.75,8,0,4,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,1,7,T1Q7,Wood dock,R,5,5,1,0,2.75,8,0,4,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,1,7,T1Q7,Lesser celendine ,R,5,5,1,0,2.75,8,0,4,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,1,7,T1Q7,Bare Ground ,R,5,5,1,0,2.75,8,0,4,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,1,8,T1Q8,Enchanter's nightshade,R,1,0,5,4,2.5,4,0,2,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,1,8,T1Q8,Yellow pimpernel,R,1,0,5,4,2.5,4,0,2,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,1,8,T1Q8,Opposite leaved golden saxifrage,O,1,0,5,4,2.5,4,0,2,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,1,8,T1Q8,Moss,O,1,0,5,4,2.5,4,0,2,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,1,8,T1Q8,Sedges,A,1,0,5,4,2.5,4,0,2,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,1,8,T1Q8,Bramble,R,1,0,5,4,2.5,4,0,2,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,1,8,T1Q8,Germander speedwell,R,1,0,5,4,2.5,4,0,2,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,1,8,T1Q8,Bare Ground ,R,1,0,5,4,2.5,4,0,2,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,2,1,T2Q1,Enchanter's nightshade,O,5,1,3,1,2.5,4,24,14,1,N,N,
09/08/2016,2,1,T2Q1,Ivy,O,5,1,3,1,2.5,4,24,14,1,N,N,
09/08/2016,2,1,T2Q1,Herb robert ,R,5,1,3,1,2.5,4,24,14,1,N,N,
09/08/2016,2,1,T2Q1,Ground ivy,R,5,1,3,1,2.5,4,24,14,1,N,N,
09/08/2016,2,1,T2Q1,Wood avens ,O,5,1,3,1,2.5,4,24,14,1,N,N,
09/08/2016,2,1,T2Q1,Creeping buttercup,R,5,1,3,1,2.5,4,24,14,1,N,N,
09/08/2016,2,1,T2Q1,Wood speedwell,R,5,1,3,1,2.5,4,24,14,1,N,N,
09/08/2016,2,1,T2Q1,Tree sapling ,R,5,1,3,1,2.5,4,24,14,1,N,N,
09/08/2016,2,1,T2Q1,Grasses,R,5,1,3,1,2.5,4,24,14,1,N,N,
09/08/2016,2,1,T2Q1,Red campion ,R,5,1,3,1,2.5,4,24,14,1,N,N,
09/08/2016,2,1,T2Q1,Unidentified plant ,R,5,1,3,1,2.5,4,24,14,1,N,N,
09/08/2016,2,1,T2Q1,Bare Ground ,F,5,1,3,1,2.5,4,24,14,1,N,N,
09/08/2016,2,2,T2Q2,Enchanter's nightshade,O,4,4,3,5,4,12,8,10,1,N,N,
09/08/2016,2,2,T2Q2,Ivy,O,4,4,3,5,4,12,8,10,1,N,N,
09/08/2016,2,2,T2Q2,Broad buckler fern ,R,4,4,3,5,4,12,8,10,1,N,N,
09/08/2016,2,2,T2Q2,Tree sapling ,O,4,4,3,5,4,12,8,10,1,N,N,
09/08/2016,2,2,T2Q2,Moss,R,4,4,3,5,4,12,8,10,1,N,N,
09/08/2016,2,2,T2Q2,Wood speedwell,R,4,4,3,5,4,12,8,10,1,N,N,
09/08/2016,2,2,T2Q2,Bare Ground ,D,4,4,3,5,4,12,8,10,1,N,N,
09/08/2016,2,3,T2Q3,Enchanter's nightshade,O,2,3,2,0,1.75,20,4,12,1,N,N,
09/08/2016,2,3,T2Q3,Herb robert ,R,2,3,2,0,1.75,20,4,12,1,N,N,
09/08/2016,2,3,T2Q3,Ivy,O,2,3,2,0,1.75,20,4,12,1,N,N,
09/08/2016,2,3,T2Q3,Wood dock,R,2,3,2,0,1.75,20,4,12,1,N,N,
09/08/2016,2,3,T2Q3,Grasses,R,2,3,2,0,1.75,20,4,12,1,N,N,
09/08/2016,2,3,T2Q3,Moss,O,2,3,2,0,1.75,20,4,12,1,N,N,
09/08/2016,2,3,T2Q3,Tree sapling ,R,2,3,2,0,1.75,20,4,12,1,N,N,
09/08/2016,2,3,T2Q3,Wood avens ,R,2,3,2,0,1.75,20,4,12,1,N,N,
09/08/2016,2,3,T2Q3,Bare Ground ,D,2,3,2,0,1.75,20,4,12,1,N,N,
09/08/2016,2,4,T2Q4,Ivy,O,5,1,5,3,3.5,32,4,18,1,N,N,
09/08/2016,2,4,T2Q4,Tree sapling ,R,5,1,5,3,3.5,32,4,18,1,N,N,
09/08/2016,2,4,T2Q4,Bare Ground ,D,5,1,5,3,3.5,32,4,18,1,N,N,
09/08/2016,2,5,T2Q5,Ivy,R,5,5,5,4,4.75,4,4,4,1,N,N,
09/08/2016,2,5,T2Q5,Moss,A,5,5,5,4,4.75,4,4,4,1,N,N,
09/08/2016,2,5,T2Q5,Grasses,R,5,5,5,4,4.75,4,4,4,1,N,N,
09/08/2016,2,5,T2Q5,Speedwell,R,5,5,5,4,4.75,4,4,4,1,N,N,
09/08/2016,2,5,T2Q5,Bare Ground ,O,5,5,5,4,4.75,4,4,4,1,N,N,
09/08/2016,2,6,T2Q6,Moss,O,5,5,5,0,3.75,20,4,12,1,N,N,
09/08/2016,2,6,T2Q6,Ivy,O,5,5,5,0,3.75,20,4,12,1,N,N,
09/08/2016,2,6,T2Q6,Wood avens ,NOT RECORDED,5,5,5,0,3.75,20,4,12,1,N,N,
09/08/2016,2,6,T2Q6,Bramble,R,5,5,5,0,3.75,20,4,12,1,N,N,
09/08/2016,2,6,T2Q6,Tree sapling ,R,5,5,5,0,3.75,20,4,12,1,N,N,
09/08/2016,2,6,T2Q6,Herb robert ,R,5,5,5,0,3.75,20,4,12,1,N,N,
09/08/2016,2,6,T2Q6,Bare Ground ,A,5,5,5,0,3.75,20,4,12,1,N,N,
09/08/2016,2,7,T2Q7,Ivy,F,5,5,5,3,4.5,24,0,12,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,2,7,T2Q7,Ground ivy,R,5,5,5,3,4.5,24,0,12,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,2,7,T2Q7,Tree sapling ,R,5,5,5,3,4.5,24,0,12,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,2,7,T2Q7,Wood speedwell,R,5,5,5,3,4.5,24,0,12,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,2,7,T2Q7,Bare Ground ,A,5,5,5,3,4.5,24,0,12,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,2,8,T2Q8,Broad buckler fern ,R,5,5,5,5,5,4,16,10,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,2,8,T2Q8,Ivy,R,5,5,5,5,5,4,16,10,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,2,8,T2Q8,Tree sapling ,R,5,5,5,5,5,4,16,10,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,2,8,T2Q8,Wood speedwell,R,5,5,5,5,5,4,16,10,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,2,8,T2Q8,Bare Ground ,A,5,5,5,5,5,4,16,10,NOT RECORDED,NOT RECORDED,NOT RECORDED,
09/08/2016,3,1,T3Q1,Enchanter's nightshade,O,3,4,2,0,2.25,4,4,4,1,Y,N,
09/08/2016,3,1,T3Q1,Wood dock,R,3,4,2,0,2.25,4,4,4,1,Y,N,
09/08/2016,3,1,T3Q1,Wood avens ,O,3,4,2,0,2.25,4,4,4,1,Y,N,
09/08/2016,3,1,T3Q1,Grasses,F,3,4,2,0,2.25,4,4,4,1,Y,N,
09/08/2016,3,1,T3Q1,Wood speedwell,F,3,4,2,0,2.25,4,4,4,1,Y,N,
09/08/2016,3,1,T3Q1,Ground ivy,R,3,4,2,0,2.25,4,4,4,1,Y,N,
09/08/2016,3,1,T3Q1,Ash tree sapling,R,3,4,2,0,2.25,4,4,4,1,Y,N,
09/08/2016,3,1,T3Q1,Bare Ground ,A,3,4,2,0,2.25,4,4,4,1,Y,N,
09/08/2016,3,2,T3Q2,Enchanter's nightshade,O,0,2,3,3,2,20,16,18,2,N,N,
09/08/2016,3,2,T3Q2,Wood avens ,F,0,2,3,3,2,20,16,18,2,N,N,
09/08/2016,3,2,T3Q2,Wood dock,O,0,2,3,3,2,20,16,18,2,N,N,
09/08/2016,3,2,T3Q2,Ivy,R,0,2,3,3,2,20,16,18,2,N,N,
09/08/2016,3,2,T3Q2,Wood speedwell,O,0,2,3,3,2,20,16,18,2,N,N,
09/08/2016,3,2,T3Q2,Ground ivy,R,0,2,3,3,2,20,16,18,2,N,N,
09/08/2016,3,2,T3Q2,Moss,R,0,2,3,3,2,20,16,18,2,N,N,
09/08/2016,3,2,T3Q2,Grasses,F,0,2,3,3,2,20,16,18,2,N,N,
09/08/2016,3,2,T3Q2,Bare Ground ,F,0,2,3,3,2,20,16,18,2,N,N,
09/08/2016,3,3,T3Q3,Enchanter's nightshade,O,4,1,4,4,3.25,12,4,8,2,N,N,
09/08/2016,3,3,T3Q3 ,Wood avens ,F,4,1,4,4,3.25,12,4,8,2,N,N,
09/08/2016,3,3,T3Q3,Ground ivy,A,4,1,4,4,3.25,12,4,8,2,N,N,
09/08/2016,3,3,T3Q3,Wood dock,R,4,1,4,4,3.25,12,4,8,2,N,N,
09/08/2016,3,3,T3Q3,Herb robert ,R,4,1,4,4,3.25,12,4,8,2,N,N,
09/08/2016,3,3,T3Q3,Fungi,R,4,1,4,4,3.25,12,4,8,2,N,N,
09/08/2016,3,3,T3Q3,Brittle bladder fern,R,4,1,4,4,3.25,12,4,8,2,N,N,
09/08/2016,3,3,T3Q3,Grasses,A,4,1,4,4,3.25,12,4,8,2,N,N,
09/08/2016,3,3,T3Q3,Wood speedwell,O,4,1,4,4,3.25,12,4,8,2,N,N,
09/08/2016,3,3,T3Q3,Bare Ground ,R,4,1,4,4,3.25,12,4,8,2,N,N,
09/08/2016,3,4,T3Q4,Grasses,D,4,0,0,0,1,12,8,10,1,N,N,
09/08/2016,3,4,T3Q4,Wood dock,R,4,0,0,0,1,12,8,10,1,N,N,
09/08/2016,3,4,T3Q4,Enchanter's nightshade,O,4,0,0,0,1,12,8,10,1,N,N,
09/08/2016,3,4,T3Q4,MOSS,R,4,0,0,0,1,12,8,10,1,N,N,
09/08/2016,3,4,T3Q4,Yellow pimpernel,R,4,0,0,0,1,12,8,10,1,N,N,
09/08/2016,3,4,T3Q4,Ground ivy,R,4,0,0,0,1,12,8,10,1,N,N,
09/08/2016,3,4,T3Q4,Bare Ground ,R,4,0,0,0,1,12,8,10,1,N,N,
09/08/2016,3,5,T3Q5,Grasses,D,5,2,4,5,4,16,0,8,2,Y,N,
09/08/2016,3,5,T3Q5,Wood avens ,R,5,2,4,5,4,16,0,8,2,Y,N,
09/08/2016,3,5,T3Q5,Enchanter's nightshade,R,5,2,4,5,4,16,0,8,2,Y,N,
09/08/2016,3,5,T3Q5,Moss,F,5,2,4,5,4,16,0,8,2,Y,N,
09/08/2016,3,5,T3Q5,Opposite leaved golden saxifrage,R,5,2,4,5,4,16,0,8,2,Y,N,
09/08/2016,3,5,T3Q5,Yellow pimpernel,R,5,2,4,5,4,16,0,8,2,Y,N,
09/08/2016,3,5,T3Q5,Dog rose,R,5,2,4,5,4,16,0,8,2,Y,N,
09/08/2016,3,5,T3Q5,Bare Ground ,R,5,2,4,5,4,16,0,8,2,Y,N,
09/08/2016,3,6,T3Q6,Grasses,D,5,3,5,5,4.5,4,4,4,3,N,N,
09/08/2016,3,6,T3Q6,MOSS,F,5,3,5,5,4.5,4,4,4,3,N,N,
09/08/2016,3,6,T3Q6,Wood dock,R,5,3,5,5,4.5,4,4,4,3,N,N,
09/08/2016,3,6,T3Q6,Yellow pimpernel,R,5,3,5,5,4.5,4,4,4,3,N,N,
09/08/2016,3,6,T3Q6,Bare Ground ,O,5,3,5,5,4.5,4,4,4,3,N,N,
09/08/2016,3,7,T3Q7,Grasses,F,4,0,5,5,3.5,4,4,4,3,N,N,
09/08/2016,3,7,T3Q7,Yellow pimpernel,R,4,0,5,5,3.5,4,4,4,3,N,N,
09/08/2016,3,7,T3Q7,Enchanter's nightshade,R,4,0,5,5,3.5,4,4,4,3,N,N,
09/08/2016,3,7,T3Q7,Wood dock,R,4,0,5,5,3.5,4,4,4,3,N,N,
09/08/2016,3,7,T3Q7,Moss,O,4,0,5,5,3.5,4,4,4,3,N,N,
09/08/2016,3,7,T3Q7,Opposite leaved golden saxifrage,R,4,0,5,5,3.5,4,4,4,3,N,N,
09/08/2016,3,7,T3Q7,Bare Ground ,D,4,0,5,5,3.5,4,4,4,2,N,N,
09/08/2016,3,8,T3Q8,Grasses,A,4,1,5,4,3.5,4,4,4,2,N,N,
09/08/2016,3,8,T3Q8,Wood dock,R,4,1,5,4,3.5,4,4,4,2,N,N,
09/08/2016,3,8,T3Q8,Opposite leaved golden saxifrage,O,4,1,5,4,3.5,4,4,4,2,N,N,
09/08/2016,3,8,T3Q8,Enchanter's nightshade,O,4,1,5,4,3.5,4,4,4,2,N,N,
09/08/2016,3,8,T3Q8,Moss,R,4,1,5,4,3.5,4,4,4,2,N,N,
09/08/2016,3,8,T3Q8,Bare Ground ,O,4,1,5,4,3.5,4,4,4,2,N,N,
09/08/2016,4,1,T4Q1,Ivy,F,2,5,1,0,2,4,0,2,3,N,N,
09/08/2016,4,1,T4Q1,Grasses,F,2,5,1,0,2,4,0,2,3,N,N,
09/08/2016,4,1,T4Q1,Herb robert ,R,2,5,1,0,2,4,0,2,3,N,N,
09/08/2016,4,1,T4Q1,Yellow pimpernel,O,2,5,1,0,2,4,0,2,3,N,N,
09/08/2016,4,1,T4Q1,Bramble,R,2,5,1,0,2,4,0,2,3,N,N,
09/08/2016,4,1,T4Q1,Wood avens ,O,2,5,1,0,2,4,0,2,3,N,N,
09/08/2016,4,1,T4Q1,Wood speedwell,R,2,5,1,0,2,4,0,2,3,N,N,
09/08/2016,4,1,T4Q1,Moss,O,2,5,1,0,2,4,0,2,3,N,N,
09/08/2016,4,1,T4Q1,Brittle bladder fern,R,2,5,1,0,2,4,0,2,3,N,N,
09/08/2016,4,1,T4Q1,Dog violet,R,2,5,1,0,2,4,0,2,3,N,N,
09/08/2016,4,1,T4Q1,Ash tree sapling,R,2,5,1,0,2,4,0,2,3,N,N,
09/08/2016,4,1,T4Q1,Bare Ground ,R,2,5,1,0,2,4,0,2,3,N,N,
09/08/2016,4,2,T4Q2,Grasses,F,5,3,1,1,2.5,12,4,8,3,N,N,
09/08/2016,4,2,T4Q2,Wood avens ,O,5,3,1,1,2.5,12,4,8,3,N,N,
09/08/2016,4,2,T4Q2,Bramble,O,5,3,1,1,2.5,12,4,8,3,N,N,
09/08/2016,4,2,T4Q2,Yellow pimpernel,O,5,3,1,1,2.5,12,4,8,3,N,N,
09/08/2016,4,2,T4Q2,Dog violet,O,5,3,1,1,2.5,12,4,8,3,N,N,
09/08/2016,4,2,T4Q2,Herb robert ,R,5,3,1,1,2.5,12,4,8,3,N,N,
09/08/2016,4,2,T4Q2,Ivy,R,5,3,1,1,2.5,12,4,8,3,N,N,
09/08/2016,4,2,T4Q2,Primrose ,R,5,3,1,1,2.5,12,4,8,3,N,N,
09/08/2016,4,2,T4Q2,Dog rose,R,5,3,1,1,2.5,12,4,8,3,N,N,
09/08/2016,4,2,T4Q2,Bare Ground ,R,5,3,1,1,2.5,12,4,8,3,N,N,
09/08/2016,4,3,T4Q3,Primrose ,F,5,3,1,1,2.5,16,0,8,3,N,N,
09/08/2016,4,3,T4Q3,Herb robert ,R,5,3,1,1,2.5,16,0,8,3,N,N,
09/08/2016,4,3,T4Q3,Bramble,O,5,3,1,1,2.5,16,0,8,3,N,N,
09/08/2016,4,3,T4Q3,Enchanter's nightshade,R,5,3,1,1,2.5,16,0,8,3,N,N,
09/08/2016,4,3,T4Q3,Wood speedwell,O,5,3,1,1,2.5,16,0,8,3,N,N,
09/08/2016,4,3,T4Q3,Ivy,R,5,3,1,1,2.5,16,0,8,3,N,N,
09/08/2016,4,3,T4Q3,Dog rose,R,5,3,1,1,2.5,16,0,8,3,N,N,
09/08/2016,4,3,T4Q3,Grasses,F,5,3,1,1,2.5,16,0,8,3,N,N,
09/08/2016,4,3,T4Q3,Yellow pimpernel,O,5,3,1,1,2.5,16,0,8,3,N,N,
09/08/2016,4,3,T4Q3,Wood avens ,R,5,3,1,1,2.5,16,0,8,3,N,N,
09/08/2016,4,3,T4Q3,MOSS,O,5,3,1,1,2.5,16,0,8,3,N,N,
09/08/2016,4,3,T4Q3,Bare Ground ,O,5,3,1,1,2.5,16,0,8,3,N,N,
09/08/2016,4,4,T4Q4,Herb robert ,R,0,1,4,1,1.5,28,0,14,3,Y,N,
09/08/2016,4,4,T4Q4,Primrose ,O,0,1,4,1,1.5,28,0,14,3,Y,N,
09/08/2016,4,4,T4Q4,Wood avens ,R,0,1,4,1,1.5,28,0,14,3,Y,N,
09/08/2016,4,4,T4Q4,Enchanter's nightshade,R,0,1,4,1,1.5,28,0,14,3,Y,N,
09/08/2016,4,4,T4Q4,Grasses,O,0,1,4,1,1.5,28,0,14,3,Y,N,
09/08/2016,4,4,T4Q4,Moss,O,0,1,4,1,1.5,28,0,14,3,Y,N,
09/08/2016,4,4,T4Q4,Wood speedwell,R,0,1,4,1,1.5,28,0,14,3,Y,N,
09/08/2016,4,4,T4Q4,Bare Ground ,F,0,1,4,1,1.5,28,0,14,3,Y,N,
09/08/2016,4,5,T4Q5,Primrose ,F,0,4,0,3,1.75,4,0,2,3,Y,N,
09/08/2016,4,5,T4Q5,Ivy,A,0,4,0,3,1.75,4,0,2,3,Y,N,
09/08/2016,4,5,T4Q5,Enchanter's nightshade,F,0,4,0,3,1.75,4,0,2,3,Y,N,
09/08/2016,4,5,T4Q5,Wood avens ,O,0,4,0,3,1.75,4,0,2,3,Y,N,
09/08/2016,4,5,T4Q5,Herb robert ,R,0,4,0,3,1.75,4,0,2,3,Y,N,
09/08/2016,4,5,T4Q5,Sycamore tree,R,0,4,0,3,1.75,4,0,2,3,Y,N,
09/08/2016,4,5,T4Q5,Hawthorn tree,R,0,4,0,3,1.75,4,0,2,3,Y,N,
09/08/2016,4,5,T4Q5,Dog violet,O,0,4,0,3,1.75,4,0,2,3,Y,N,
09/08/2016,4,5,T4Q5,Wood speedwell,R,0,4,0,3,1.75,4,0,2,3,Y,N,
09/08/2016,4,5,T4Q5,Grasses,R,0,4,0,3,1.75,4,0,2,3,Y,N,
09/08/2016,4,5,T4Q5,Bare Ground ,O,0,4,0,3,1.75,4,0,2,3,Y,N,
09/08/2016,4,6,T4Q6,Enchanter's nightshade,R,0,4,1,2,1.75,8,0,4,3,Y,N,
09/08/2016,4,6,T4Q6,Wood avens ,O,0,4,1,2,1.75,8,0,4,3,Y,N,
09/08/2016,4,6,T4Q6,Yellow pimpernel,O,0,4,1,2,1.75,8,0,4,3,Y,N,
09/08/2016,4,6,T4Q6,Wood speedwell,R,0,4,1,2,1.75,8,0,4,3,Y,N,
09/08/2016,4,6,T4Q6,Grasses,A,0,4,1,2,1.75,8,0,4,3,Y,N,
09/08/2016,4,6,T4Q6,Sycamore tree,R,0,4,1,2,1.75,8,0,4,3,Y,N,
09/08/2016,4,6,T4Q6,Bare Ground ,R,0,4,1,2,1.75,8,0,4,3,Y,N,
09/08/2016,4,7,T4Q7,Harts tounge ferm,O,0,3,0,3,1.5,8,4,6,3,N,N,
09/08/2016,4,7,T4Q7,Hazel tree,R,0,3,0,3,1.5,8,4,6,3,N,N,
09/08/2016,4,7,T4Q7,Wood avens ,F,0,3,0,3,1.5,8,4,6,3,N,N,
09/08/2016,4,7,T4Q7,Grasses,O,0,3,0,3,1.5,8,4,6,3,N,N,
09/08/2016,4,7,T4Q7,Herb robert ,R,0,3,0,3,1.5,8,4,6,3,N,N,
09/08/2016,4,7,T4Q7,Yellow pimpernel,F,0,3,0,3,1.5,8,4,6,3,N,N,
09/08/2016,4,7,T4Q7,Dog violet,O,0,3,0,3,1.5,8,4,6,3,N,N,
09/08/2016,4,7,T4Q7,MOSS,O,0,3,0,3,1.5,8,4,6,3,N,N,
09/08/2016,4,7,T4Q7,Wood speedwell,R,0,3,0,3,1.5,8,4,6,3,N,N,
09/08/2016,4,7,T4Q7,Bare Ground ,F,0,3,0,3,1.5,8,4,6,3,N,N,
09/08/2016,4,8,T4Q8,Enchanter's nightshade,O,0,2,3,2,1.75,8,8,8,3,N,N,
09/08/2016,4,8,T4Q8,Wood avens ,O,0,2,3,2,1.75,8,8,8,3,N,N,
09/08/2016,4,8,T4Q8,Grasses,A,0,2,3,2,1.75,8,8,8,3,N,N,
09/08/2016,4,8,T4Q8,Yellow pimpernel,O,0,2,3,2,1.75,8,8,8,3,N,N,
09/08/2016,4,8,T4Q8,Wood speedwell,R,0,2,3,2,1.75,8,8,8,3,N,N,
09/08/2016,4,8,T4Q8,Wood dock,R,0,2,3,2,1.75,8,8,8,3,N,N,
09/08/2016,4,8,T4Q8,Bare Ground ,F,0,2,3,2,1.75,8,8,8,3,N,N,
09/08/2016,5,1,T5Q1,Broad buckler fern ,R,5,5,3,5,4.5,8,4,6,1,N,N,
09/08/2016,5,1,T5Q1,MOSS,F,5,5,3,5,4.5,8,4,6,1,N,N,
09/08/2016,5,1,T5Q1,Dandelion ,R,5,5,3,5,4.5,8,4,6,1,N,N,
09/08/2016,5,1,T5Q1,Tree sapling ,R,5,5,3,5,4.5,8,4,6,1,N,N,
